Order_ID,Order_Date,Customer_ID,Customer_Name,Province,City,Product,Category,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Profit_Margin,Payment_Method,Sales_Channel,Year,Month,Month_Name
ORD-105005,2025-03-09,CUST-3182,Customer 3182,British Columbia,Surrey,Laptop Pro 14,Electronics,4,1299.0,0.0,5196.0,3087.86,2108.14,0.4057,Paypal,Retail Store,2025,2025-03,March
ORD-102527,2025-03-09,CUST-2211,Customer 2211,Manitoba,Winnipeg,Standing Desk,Furniture,2,699.0,0.1,1258.2,979.04,279.16,0.2219,E-Transfer,Retail Store,2025,2025-03,March
ORD-109513,2025-03-09,CUST-1710,Customer 1710,Ontario,Ottawa,Office Chair,Furniture,1,429.0,0.05,407.55,283.88,123.67,0.3034,Paypal,Wholesale,2025,2025-03,March
ORD-103578,2025-03-09,CUST-4060,Customer 4060,Manitoba,Brandon,Backpack,Accessories,1,79.0,0.05,75.05,57.33,17.72,0.2361,Paypal,Retail Store,2025,2025-03,March
ORD-101540,2025-03-10,CUST-2630,Customer 2630,Ontario,Toronto,Standing Desk,Furniture,1,699.0,0.05,664.05,407.79,256.26,0.3859,E-Transfer,Online,2025,2025-03,March
ORD-105585,2025-03-10,CUST-3168,Customer 3168,Ontario,Ottawa,Office Monitor 27,Electronics,2,349.0,0.2,558.4,362.7,195.7,0.3505,Credit Card,Online,2025,2025-03,March
ORD-109498,2025-03-10,CUST-1532,Customer 1532,Alberta,Red Deer,USB-C Dock,Accessories,4,159.0,0.05,604.2,469.58,134.62,0.2228,E-Transfer,Online,2025,2025-03,March
ORD-104951,2025-03-10,CUST-3260,Customer 3260,Manitoba,Brandon,Mechanical Keyboard,Accessories,2,129.0,0.0,258.0,176.65,81.35,0.3153,Credit Card,Retail Store,2025,2025-03,March
ORD-106509,2025-03-10,CUST-2082,Customer 2082,Ontario,Toronto,Ink Cartridge,Office Supplies,1,79.0,0.05,75.05,43.86,31.19,0.4156,E-Transfer,Online,2025,2025-03,March
ORD-109775,2025-03-10,CUST-1031,Customer 1031,British Columbia,Unknown,Printer Paper,Office Supplies,1,39.0,0.15,33.15,19.28,13.87,0.4184,Paypal,Wholesale,2025,2025-03,March
ORD-106314,2025-03-10,CUST-3149,Customer 3149,Alberta,Lethbridge,Office Chair,Furniture,6,429.0,0.0,2574.0,1674.66,899.34,0.3494,Credit Card,Retail Store,2025,2025-03,March
ORD-107700,2025-03-10,CUST-1537,Customer 1537,Saskatchewan,Saskatoon,Standing Desk,Furniture,1,699.0,0.05,664.05,367.03,297.02,0.4473,Debit,Wholesale,2025,2025-03,March
ORD-108965,2025-03-10,CUST-3330,Customer 3330,Alberta,Red Deer,Webcam HD,Electronics,4,99.0,0.0,396.0,281.46,114.54,0.2892,E-Transfer,Retail Store,2025,2025-03,March
ORD-106104,2025-03-10,CUST-1562,Customer 1562,Alberta,Calgary,Notebook Pack,Office Supplies,4,24.0,0.0,96.0,63.81,32.19,0.3353,Paypal,Retail Store,2025,2025-03,March
ORD-105269,2025-03-10,CUST-2366,Customer 2366,Saskatchewan,Saskatoon,Office Monitor 27,Electronics,1,349.0,0.0,349.0,283.07,65.93,0.1889,Credit Card,Retail Store,2025,2025-03,March
ORD-100414,2025-03-10,CUST-2166,Customer 2166,Ontario,Mississauga,Standing Desk,Furniture,3,699.0,0.15,1782.45,1417.1,365.35,0.205,Credit Card,Online,2025,2025-03,March
ORD-100816,2025-03-10,CUST-2230,Customer 2230,Manitoba,Winnipeg,Ink Cartridge,Office Supplies,5,79.0,0.15,335.75,215.61,120.14,0.3578,Debit,Wholesale,2025,2025-03,March
ORD-105095,2025-03-10,CUST-3018,Customer 3018,British Columbia,Kelowna,Standing Desk,Furniture,6,699.0,0.05,3984.3,2238.08,1746.22,0.4383,Paypal,Online,2025,2025-03,March
ORD-108072,2025-03-10,CUST-1537,Customer 1537,British Columbia,Kelowna,Tablet 11,Electronics,2,499.0,0.15,848.3,631.38,216.92,0.2557,E-Transfer,Online,2025,2025-03,March
ORD-100602,2025-03-10,CUST-3640,Customer 3640,Ontario,Hamilton,Office Chair,Furniture,4,429.0,0.1,1544.4,900.79,643.61,0.4167,Paypal,Online,2025,2025-03,March
ORD-104769,2025-03-10,CUST-2375,Customer 2375,Saskatchewan,Regina,Tablet 11,Electronics,3,499.0,0.0,1497.0,1003.68,493.32,0.3295,Paypal,Retail Store,2025,2025-03,March
ORD-103257,2025-03-10,CUST-3751,Customer 3751,Ontario,Ottawa,Standing Desk,Furniture,2,699.0,0.1,1258.2,840.28,417.92,0.3322,Paypal,Wholesale,2025,2025-03,March
ORD-108738,2025-03-10,CUST-3817,Customer 3817,Alberta,Red Deer,Mechanical Keyboard,Accessories,4,129.0,0.05,490.2,370.86,119.34,0.2435,E-Transfer,Online,2025,2025-03,March
ORD-101011,2025-03-10,CUST-1740,Customer 1740,Alberta,Calgary,Mechanical Keyboard,Accessories,3,129.0,0.0,387.0,272.53,114.47,0.2958,Paypal,Online,2025,2025-03,March
ORD-100336,2025-03-10,CUST-2394,Customer 2394,Ontario,Hamilton,Mechanical Keyboard,Accessories,4,129.0,0.05,490.2,304.22,185.98,0.3794,Paypal,Wholesale,2025,2025-03,March
ORD-103313,2025-03-10,CUST-2000,Customer 2000,Saskatchewan,Regina,Webcam HD,Electronics,1,99.0,0.0,99.0,68.94,30.06,0.3036,E-Transfer,Wholesale,2025,2025-03,March
ORD-102528,2025-03-10,CUST-2955,Customer 2955,British Columbia,Vancouver,Printer Paper,Office Supplies,1,39.0,0.2,31.2,19.05,12.15,0.3894,Credit Card,Online,2025,2025-03,March
ORD-109805,2025-03-10,CUST-2506,Customer 2506,Ontario,Ottawa,Wireless Mouse,Accessories,1,49.0,0.0,49.0,31.72,17.28,0.3527,Debit,Retail Store,2025,2025-03,March
ORD-103135,2025-03-10,CUST-1349,Customer 1349,Ontario,Mississauga,Backpack,Accessories,2,79.0,0.0,158.0,101.25,56.75,0.3592,Paypal,Wholesale,2025,2025-03,March
ORD-104102,2025-03-10,CUST-2650,Customer 2650,Alberta,Lethbridge,Wireless Headphones,Electronics,1,179.0,0.15,152.15,89.71,62.44,0.4104,Credit Card,Retail Store,2025,2025-03,March
ORD-105501,2025-03-10,CUST-3314,Customer 3314,British Columbia,Kelowna,Backpack,Accessories,4,79.0,0.05,300.2,197.64,102.56,0.3416,Paypal,Wholesale,2025,2025-03,March
ORD-106355,2025-03-10,CUST-3653,Customer 3653,Ontario,Hamilton,USB-C Dock,Accessories,1,159.0,0.1,143.1,80.54,62.56,0.4372,Debit,Wholesale,2025,2025-03,March
ORD-106318,2025-03-10,CUST-2541,Customer 2541,Alberta,Edmonton,Standing Desk,Furniture,6,699.0,0.2,3355.2,2739.06,616.14,0.1836,Credit Card,Online,2025,2025-03,March
ORD-108687,2025-03-10,CUST-3140,Customer 3140,Ontario,Toronto,Ink Cartridge,Office Supplies,1,79.0,0.0,79.0,57.31,21.69,0.2746,E-Transfer,Online,2025,2025-03,March
ORD-103530,2025-03-11,CUST-1739,Customer 1739,Ontario,Mississauga,Office Chair,Furniture,1,429.0,0.15,364.65,200.76,163.89,0.4494,Paypal,Online,2025,2025-03,March
ORD-105349,2025-03-11,CUST-1013,Customer 1013,Manitoba,Brandon,USB-C Dock,Accessories,4,159.0,0.05,604.2,459.58,144.62,0.2394,Debit,Wholesale,2025,2025-03,March
ORD-100457,2025-03-11,CUST-1992,Customer 1992,Ontario,Ottawa,Mechanical Keyboard,Accessories,5,129.0,0.0,645.0,401.66,243.34,0.3773,Credit Card,Retail Store,2025,2025-03,March
ORD-107670,2025-03-11,CUST-3593,Customer 3593,Ontario,Hamilton,Notebook Pack,Office Supplies,1,24.0,0.05,22.8,17.58,5.22,0.2289,Credit Card,Retail Store,2025,2025-03,March
ORD-102015,2025-03-11,CUST-2938,Customer 2938,Ontario,Ottawa,Printer Paper,Office Supplies,6,39.0,0.0,234.0,175.34,58.66,0.2507,Paypal,Retail Store,2025,2025-03,March
ORD-106229,2025-03-11,CUST-1057,Customer 1057,Ontario,Hamilton,Printer Paper,Office Supplies,4,39.0,0.0,156.0,113.19,42.81,0.2744,E-Transfer,Wholesale,2025,2025-03,March
ORD-109853,2025-03-11,CUST-3607,Customer 3607,Saskatchewan,Saskatoon,Notebook Pack,Office Supplies,4,24.0,0.0,96.0,70.65,25.35,0.2641,E-Transfer,Retail Store,2025,2025-03,March
ORD-109854,2025-03-11,CUST-3491,Customer 3491,Ontario,Hamilton,Notebook Pack,Office Supplies,1,24.0,0.05,22.8,15.77,7.03,0.3083,Paypal,Retail Store,2025,2025-03,March
ORD-104748,2025-03-11,CUST-4023,Customer 4023,Alberta,Edmonton,Office Monitor 27,Electronics,2,349.0,0.0,698.0,498.54,199.46,0.2858,Paypal,Wholesale,2025,2025-03,March
ORD-101676,2025-03-11,CUST-2831,Customer 2831,Saskatchewan,Saskatoon,Wireless Mouse,Accessories,2,49.0,0.0,98.0,71.14,26.86,0.2741,Paypal,Online,2025,2025-03,March
ORD-109300,2025-03-11,CUST-2361,Customer 2361,British Columbia,Surrey,Tablet 11,Electronics,3,499.0,0.1,1347.3,952.9,394.4,0.2927,E-Transfer,Online,2025,2025-03,March
ORD-105832,2025-03-11,CUST-2074,Customer 2074,Alberta,Edmonton,Tablet 11,Electronics,2,499.0,0.0,998.0,772.63,225.37,0.2258,Paypal,Retail Store,2025,2025-03,March
ORD-108139,2025-03-11,CUST-1287,Customer 1287,Alberta,Calgary,Office Chair,Furniture,3,429.0,0.05,1222.65,968.5,254.15,0.2079,Credit Card,Retail Store,2025,2025-03,March
ORD-108224,2025-03-11,CUST-2364,Customer 2364,British Columbia,Surrey,Office Monitor 27,Electronics,1,349.0,0.2,279.2,200.25,78.95,0.2828,Credit Card,Online,2025,2025-03,March
ORD-108184,2025-03-11,CUST-3955,Customer 3955,Ontario,Toronto,Wireless Mouse,Accessories,4,49.0,0.0,196.0,111.06,84.94,0.4334,E-Transfer,Retail Store,2025,2025-03,March
ORD-105822,2025-03-11,CUST-2114,Customer 2114,Alberta,Red Deer,Mechanical Keyboard,Accessories,1,129.0,0.0,129.0,99.69,29.31,0.2272,Paypal,Retail Store,2025,2025-03,March
ORD-102112,2025-03-11,CUST-3702,Customer 3702,British Columbia,Vancouver,Wireless Headphones,Electronics,3,179.0,0.15,456.45,350.07,106.38,0.2331,Debit,Retail Store,2025,2025-03,March
ORD-103939,2025-03-11,CUST-2210,Customer 2210,Ontario,Ottawa,Wireless Mouse,Accessories,1,49.0,0.0,49.0,30.68,18.32,0.3739,Credit Card,Retail Store,2025,2025-03,March
ORD-107130,2025-03-12,CUST-1958,Customer 1958,British Columbia,Surrey,Desk Lamp,Furniture,2,89.0,0.0,178.0,121.96,56.04,0.3148,Paypal,Wholesale,2025,2025-03,March
ORD-105600,2025-03-12,CUST-1275,Customer 1275,Ontario,Ottawa,Wireless Headphones,Electronics,3,179.0,0.05,510.15,369.85,140.3,0.275,E-Transfer,Online,2025,2025-03,March
ORD-109208,2025-03-12,CUST-1841,Customer 1841,British Columbia,Vancouver,Backpack,Accessories,2,79.0,0.2,126.4,72.39,54.01,0.4273,Debit,Retail Store,2025,2025-03,March
ORD-104161,2025-03-12,CUST-2696,Customer 2696,British Columbia,Surrey,USB-C Dock,Accessories,1,159.0,0.0,159.0,99.77,59.23,0.3725,Debit,Online,2025,2025-03,March
ORD-108469,2025-03-12,CUST-3083,Customer 3083,Alberta,Calgary,Office Chair,Furniture,4,429.0,0.15,1458.6,1177.05,281.55,0.193,E-Transfer,Online,2025,2025-03,March
ORD-104998,2025-03-12,CUST-2665,Customer 2665,Alberta,Lethbridge,Wireless Headphones,Electronics,1,179.0,0.2,143.2,103.77,39.43,0.2753,Paypal,Wholesale,2025,2025-03,March
ORD-103665,2025-03-12,CUST-3657,Customer 3657,Ontario,Mississauga,USB-C Dock,Accessories,1,159.0,0.1,143.1,100.43,42.67,0.2982,Paypal,Online,2025,2025-03,March
ORD-106170,2025-03-12,CUST-2914,Customer 2914,Alberta,Edmonton,Wireless Mouse,Accessories,1,49.0,0.0,49.0,34.02,14.98,0.3057,E-Transfer,Retail Store,2025,2025-03,March
ORD-104465,2025-03-12,CUST-3075,Customer 3075,Saskatchewan,Unknown,Notebook Pack,Office Supplies,4,24.0,0.15,81.6,62.36,19.24,0.2358,Debit,Retail Store,2025,2025-03,March
ORD-105471,2025-03-12,CUST-3080,Customer 3080,Alberta,Edmonton,Standing Desk,Furniture,3,699.0,0.0,2097.0,1292.31,804.69,0.3837,Debit,Retail Store,2025,2025-03,March
ORD-105215,2025-03-12,CUST-1018,Customer 1018,British Columbia,Victoria,Office Chair,Furniture,3,429.0,0.0,1287.0,967.62,319.38,0.2482,Debit,Online,2025,2025-03,March
ORD-107024,2025-03-12,CUST-2025,Customer 2025,Alberta,Edmonton,Mechanical Keyboard,Accessories,1,129.0,0.05,122.55,90.02,32.53,0.2654,Paypal,Online,2025,2025-03,March
ORD-109896,2025-03-12,CUST-1671,Customer 1671,Ontario,Mississauga,Webcam HD,Electronics,2,99.0,0.0,198.0,130.64,67.36,0.3402,Credit Card,Online,2025,2025-03,March
ORD-105262,2025-03-12,CUST-2251,Customer 2251,Manitoba,Brandon,Standing Desk,Furniture,2,699.0,0.0,1398.0,1061.35,336.65,0.2408,E-Transfer,Online,2025,2025-03,March
ORD-103396,2025-03-12,CUST-1788,Customer 1788,Ontario,Toronto,Laptop Pro 14,Electronics,5,1299.0,0.05,6170.25,3975.74,2194.51,0.3557,Debit,Online,2025,2025-03,March
ORD-103833,2025-03-13,CUST-3080,Customer 3080,Ontario,Ottawa,Printer Paper,Office Supplies,3,39.0,0.0,117.0,90.29,26.71,0.2283,Debit,Online,2025,2025-03,March
ORD-100004,2025-03-13,CUST-3682,Customer 3682,Manitoba,Brandon,Office Monitor 27,Electronics,6,349.0,0.1,1884.6,1415.04,469.56,0.2492,E-Transfer,Retail Store,2025,2025-03,March
ORD-108763,2025-03-13,CUST-3259,Customer 3259,Alberta,Edmonton,Laptop Pro 14,Electronics,1,1299.0,0.0,1299.0,992.02,306.98,0.2363,Credit Card,Online,2025,2025-03,March
ORD-106210,2025-03-13,CUST-2366,Customer 2366,Alberta,Calgary,Mechanical Keyboard,Accessories,2,129.0,0.0,258.0,156.32,101.68,0.3941,Paypal,Online,2025,2025-03,March
ORD-107780,2025-03-13,CUST-2217,Customer 2217,Ontario,Ottawa,Laptop Pro 14,Electronics,2,1299.0,0.0,2598.0,1890.05,707.95,0.2725,E-Transfer,Wholesale,2025,2025-03,March
ORD-106226,2025-03-13,CUST-2625,Customer 2625,British Columbia,Victoria,Office Chair,Furniture,2,429.0,0.1,772.2,563.16,209.04,0.2707,Paypal,Retail Store,2025,2025-03,March
ORD-107467,2025-03-13,CUST-3314,Customer 3314,Saskatchewan,Regina,USB-C Dock,Accessories,2,159.0,0.0,318.0,206.48,111.52,0.3507,Paypal,Retail Store,2025,2025-03,March
ORD-103993,2025-03-13,CUST-2994,Customer 2994,British Columbia,Kelowna,Mechanical Keyboard,Accessories,2,129.0,0.0,258.0,178.82,79.18,0.3069,Debit,Online,2025,2025-03,March
ORD-104341,2025-03-13,CUST-4119,Customer 4119,Alberta,Calgary,Mechanical Keyboard,Accessories,3,129.0,0.15,328.95,207.8,121.15,0.3683,Debit,Wholesale,2025,2025-03,March
ORD-101329,2025-03-13,CUST-2960,Customer 2960,Ontario,Ottawa,Mechanical Keyboard,Accessories,4,129.0,0.15,438.6,286.79,151.81,0.3461,Credit Card,Online,2025,2025-03,March
ORD-102191,2025-03-13,CUST-3666,Customer 3666,Alberta,Edmonton,Backpack,Accessories,3,79.0,0.05,225.15,174.93,50.22,0.2231,Debit,Online,2025,2025-03,March
ORD-108161,2025-03-13,CUST-1915,Customer 1915,Ontario,Hamilton,Mechanical Keyboard,Accessories,5,129.0,0.0,645.0,514.47,130.53,0.2024,E-Transfer,Online,2025,2025-03,March
ORD-103769,2025-03-13,CUST-1679,Customer 1679,Ontario,Hamilton,Standing Desk,Furniture,1,699.0,0.0,699.0,445.39,253.61,0.3628,Debit,Retail Store,2025,2025-03,March
ORD-104147,2025-03-13,CUST-1493,Customer 1493,Alberta,Lethbridge,Office Chair,Furniture,1,429.0,0.15,364.65,215.71,148.94,0.4084,Paypal,Online,2025,2025-03,March
ORD-107944,2025-03-13,CUST-2753,Customer 2753,British Columbia,Victoria,Wireless Headphones,Electronics,1,179.0,0.1,161.1,120.47,40.63,0.2522,E-Transfer,Retail Store,2025,2025-03,March
ORD-108822,2025-03-13,CUST-3871,Customer 3871,Alberta,Edmonton,Tablet 11,Electronics,2,499.0,0.15,848.3,477.47,370.83,0.4371,Paypal,Online,2025,2025-03,March
ORD-100565,2025-03-13,CUST-3056,Customer 3056,Ontario,Mississauga,Backpack,Accessories,2,79.0,0.05,150.1,106.91,43.19,0.2877,E-Transfer,Retail Store,2025,2025-03,March
ORD-103755,2025-03-13,CUST-4107,Customer 4107,Saskatchewan,Regina,Ink Cartridge,Office Supplies,3,79.0,0.0,237.0,169.38,67.62,0.2853,Paypal,Wholesale,2025,2025-03,March
ORD-106405,2025-03-14,CUST-2316,Customer 2316,Alberta,Edmonton,Office Monitor 27,Electronics,4,349.0,0.0,1396.0,785.97,610.03,0.437,Debit,Retail Store,2025,2025-03,March
ORD-105973,2025-03-14,CUST-2752,Customer 2752,Ontario,Toronto,Desk Lamp,Furniture,1,89.0,0.05,84.55,67.18,17.37,0.2054,Paypal,Retail Store,2025,2025-03,March
ORD-101025,2025-03-14,CUST-2988,Customer 2988,British Columbia,Victoria,Wireless Mouse,Accessories,1,49.0,0.15,41.65,23.65,18.0,0.4322,Paypal,Retail Store,2025,2025-03,March
ORD-104363,2025-03-14,CUST-2911,Customer 2911,Alberta,Lethbridge,Wireless Headphones,Electronics,1,179.0,0.0,179.0,141.12,37.88,0.2116,Debit,Online,2025,2025-03,March
ORD-107635,2025-03-14,CUST-3173,Customer 3173,British Columbia,Surrey,Webcam HD,Electronics,1,99.0,0.05,94.05,59.86,34.19,0.3635,Paypal,Online,2025,2025-03,March
ORD-107571,2025-03-14,CUST-3841,Customer 3841,Alberta,Red Deer,Desk Lamp,Furniture,2,89.0,0.1,160.2,123.2,37.0,0.231,Credit Card,Retail Store,2025,2025-03,March
ORD-103278,2025-03-14,CUST-2839,Customer 2839,Alberta,Lethbridge,Laptop Pro 14,Electronics,1,1299.0,0.0,1299.0,722.35,576.65,0.4439,Debit,Retail Store,2025,2025-03,March
ORD-104273,2025-03-14,CUST-2801,Customer 2801,Alberta,Lethbridge,Tablet 11,Electronics,5,499.0,0.2,1996.0,1635.17,360.83,0.1808,Credit Card,Retail Store,2025,2025-03,March
ORD-103647,2025-03-14,CUST-3970,Customer 3970,Ontario,Hamilton,Tablet 11,Electronics,2,499.0,0.05,948.1,731.74,216.36,0.2282,Paypal,Retail Store,2025,2025-03,March
ORD-103241,2025-03-14,CUST-3693,Customer 3693,Alberta,Edmonton,Backpack,Accessories,4,79.0,0.2,252.8,171.51,81.29,0.3216,Credit Card,Wholesale,2025,2025-03,March
ORD-107312,2025-03-14,CUST-2373,Customer 2373,Saskatchewan,Saskatoon,Office Monitor 27,Electronics,1,349.0,0.0,349.0,232.7,116.3,0.3332,E-Transfer,Online,2025,2025-03,March
ORD-103225,2025-03-14,CUST-3407,Customer 3407,Manitoba,Brandon,USB-C Dock,Accessories,2,159.0,0.0,318.0,226.81,91.19,0.2868,Paypal,Online,2025,2025-03,March
ORD-105985,2025-03-14,CUST-1027,Customer 1027,Ontario,Ottawa,Standing Desk,Furniture,4,699.0,0.0,2796.0,1665.89,1130.11,0.4042,Paypal,Retail Store,2025,2025-03,March
ORD-106077,2025-03-14,CUST-3897,Customer 3897,Manitoba,Brandon,Tablet 11,Electronics,1,499.0,0.05,474.05,367.3,106.75,0.2252,E-Transfer,Retail Store,2025,2025-03,March
ORD-101756,2025-03-14,CUST-2363,Customer 2363,Ontario,Ottawa,Standing Desk,Furniture,1,699.0,0.0,699.0,488.88,210.12,0.3006,Debit,Online,2025,2025-03,March
ORD-107369,2025-03-14,CUST-3176,Customer 3176,British Columbia,Surrey,Backpack,Accessories,2,79.0,0.1,142.2,94.32,47.88,0.3367,Credit Card,Online,2025,2025-03,March
ORD-103197,2025-03-14,CUST-4101,Customer 4101,Ontario,Toronto,Laptop Pro 14,Electronics,1,1299.0,0.15,1104.15,902.58,201.57,0.1826,Paypal,Online,2025,2025-03,March
ORD-103071,2025-03-14,CUST-3479,Customer 3479,Alberta,Red Deer,Printer Paper,Office Supplies,4,39.0,0.05,148.2,96.67,51.53,0.3477,Debit,Wholesale,2025,2025-03,March
ORD-105169,2025-03-14,CUST-1172,Customer 1172,Ontario,Ottawa,Office Monitor 27,Electronics,3,349.0,0.1,942.3,565.55,376.75,0.3998,E-Transfer,Retail Store,2025,2025-03,March
ORD-103901,2025-03-14,CUST-1447,Customer 1447,Alberta,Lethbridge,Office Chair,Furniture,4,429.0,0.0,1716.0,1303.35,412.65,0.2405,Debit,Wholesale,2025,2025-03,March
ORD-102461,2025-03-14,CUST-2710,Customer 2710,Alberta,Edmonton,Office Chair,Furniture,2,429.0,0.0,858.0,648.52,209.48,0.2441,Credit Card,Online,2025,2025-03,March
ORD-101365,2025-03-14,CUST-1856,Customer 1856,Manitoba,Winnipeg,Tablet 11,Electronics,3,499.0,0.0,1497.0,1205.82,291.18,0.1945,Paypal,Online,2025,2025-03,March
ORD-100633,2025-03-14,CUST-2594,Customer 2594,Ontario,Toronto,Printer Paper,Office Supplies,1,39.0,0.15,33.15,24.75,8.4,0.2534,Debit,Online,2025,2025-03,March
ORD-104793,2025-03-14,CUST-1790,Customer 1790,British Columbia,Vancouver,Webcam HD,Electronics,5,99.0,0.15,420.75,310.78,109.97,0.2614,Credit Card,Online,2025,2025-03,March
ORD-103416,2025-03-14,CUST-2744,Customer 2744,Ontario,Ottawa,Office Chair,Furniture,3,429.0,0.0,1287.0,797.99,489.01,0.38,E-Transfer,Retail Store,2025,2025-03,March
ORD-101674,2025-03-14,CUST-3863,Customer 3863,Manitoba,Winnipeg,Tablet 11,Electronics,2,499.0,0.0,998.0,698.71,299.29,0.2999,Paypal,Retail Store,2025,2025-03,March
ORD-102302,2025-03-14,CUST-1108,Customer 1108,Ontario,Toronto,Notebook Pack,Office Supplies,2,24.0,0.0,48.0,35.7,12.3,0.2563,Debit,Online,2025,2025-03,March
ORD-103583,2025-03-15,CUST-3040,Customer 3040,Saskatchewan,Regina,Webcam HD,Electronics,1,99.0,0.0,99.0,74.12,24.88,0.2513,E-Transfer,Online,2025,2025-03,March
ORD-105119,2025-03-15,CUST-3476,Customer 3476,Saskatchewan,Regina,Desk Lamp,Furniture,4,89.0,0.15,302.6,243.67,58.93,0.1947,Paypal,Wholesale,2025,2025-03,March
ORD-107735,2025-03-15,CUST-1274,Customer 1274,British Columbia,Vancouver,Office Monitor 27,Electronics,4,349.0,0.0,1396.0,1078.02,317.98,0.2278,Credit Card,Online,2025,2025-03,March
ORD-102086,2025-03-15,CUST-4003,Customer 4003,Alberta,Red Deer,Laptop Pro 14,Electronics,4,1299.0,0.0,5196.0,3478.96,1717.04,0.3305,Credit Card,Wholesale,2025,2025-03,March
ORD-106609,2025-03-15,CUST-1370,Customer 1370,Saskatchewan,Regina,Printer Paper,Office Supplies,2,39.0,0.05,74.1,51.18,22.92,0.3093,Paypal,Online,2025,2025-03,March
ORD-108529,2025-03-15,CUST-2495,Customer 2495,Alberta,Lethbridge,Standing Desk,Furniture,3,699.0,0.0,2097.0,1343.25,753.75,0.3594,E-Transfer,Online,2025,2025-03,March
ORD-108539,2025-03-15,CUST-2433,Customer 2433,Alberta,Red Deer,Ink Cartridge,Office Supplies,2,79.0,0.1,142.2,91.7,50.5,0.3551,Paypal,Online,2025,2025-03,March
ORD-106102,2025-03-15,CUST-3373,Customer 3373,Alberta,Calgary,USB-C Dock,Accessories,2,159.0,0.0,318.0,244.72,73.28,0.2304,Debit,Online,2025,2025-03,March
ORD-107884,2025-03-15,CUST-1806,Customer 1806,Ontario,Mississauga,Desk Lamp,Furniture,1,89.0,0.1,80.1,44.12,35.98,0.4492,Paypal,Retail Store,2025,2025-03,March
ORD-102680,2025-03-15,CUST-4070,Customer 4070,British Columbia,Surrey,Standing Desk,Furniture,2,699.0,0.0,1398.0,1082.65,315.35,0.2256,Debit,Retail Store,2025,2025-03,March
ORD-107661,2025-03-15,CUST-3693,Customer 3693,Saskatchewan,Saskatoon,Desk Lamp,Furniture,2,89.0,0.1,160.2,118.61,41.59,0.2596,E-Transfer,Wholesale,2025,2025-03,March
ORD-104791,2025-03-15,CUST-1994,Customer 1994,British Columbia,Vancouver,Mechanical Keyboard,Accessories,6,129.0,0.0,774.0,575.29,198.71,0.2567,Debit,Retail Store,2025,2025-03,March
ORD-102928,2025-03-15,CUST-3025,Customer 3025,Saskatchewan,Saskatoon,Wireless Headphones,Electronics,1,179.0,0.05,170.05,136.11,33.94,0.1996,Debit,Retail Store,2025,2025-03,March
ORD-109172,2025-03-15,CUST-4096,Customer 4096,Saskatchewan,Regina,Wireless Mouse,Accessories,2,49.0,0.0,98.0,73.54,24.46,0.2496,Debit,Wholesale,2025,2025-03,March
ORD-105139,2025-03-15,CUST-2116,Customer 2116,Ontario,Ottawa,Desk Lamp,Furniture,2,89.0,0.1,160.2,130.37,29.83,0.1862,Paypal,Retail Store,2025,2025-03,March
ORD-107470,2025-03-15,CUST-2212,Customer 2212,Saskatchewan,Regina,Standing Desk,Furniture,4,699.0,0.05,2656.2,1569.76,1086.44,0.409,Paypal,Wholesale,2025,2025-03,March
ORD-100433,2025-03-15,CUST-3292,Customer 3292,Ontario,Mississauga,Laptop Pro 14,Electronics,6,1299.0,0.05,7404.3,5495.89,1908.41,0.2577,E-Transfer,Retail Store,2025,2025-03,March
ORD-105754,2025-03-15,CUST-2032,Customer 2032,Alberta,Calgary,Laptop Pro 14,Electronics,1,1299.0,0.15,1104.15,797.65,306.5,0.2776,Paypal,Retail Store,2025,2025-03,March
ORD-100715,2025-03-16,CUST-2978,Customer 2978,Saskatchewan,Saskatoon,Notebook Pack,Office Supplies,1,24.0,0.1,21.6,15.07,6.53,0.3023,Paypal,Online,2025,2025-03,March
ORD-104717,2025-03-16,CUST-3763,Customer 3763,Ontario,Mississauga,Notebook Pack,Office Supplies,4,24.0,0.05,91.2,71.82,19.38,0.2125,Debit,Online,2025,2025-03,March
ORD-100579,2025-03-16,CUST-2075,Customer 2075,British Columbia,Victoria,Notebook Pack,Office Supplies,3,24.0,0.05,68.4,42.88,25.52,0.3731,Paypal,Online,2025,2025-03,March
ORD-102473,2025-03-16,CUST-3914,Customer 3914,Ontario,Mississauga,Tablet 11,Electronics,2,499.0,0.0,998.0,671.1,326.9,0.3276,Paypal,Online,2025,2025-03,March
ORD-102502,2025-03-16,CUST-3273,Customer 3273,Ontario,Ottawa,Tablet 11,Electronics,3,499.0,0.0,1497.0,823.92,673.08,0.4496,E-Transfer,Retail Store,2025,2025-03,March
ORD-106027,2025-03-16,CUST-2393,Customer 2393,British Columbia,Kelowna,Tablet 11,Electronics,1,499.0,0.1,449.1,297.29,151.81,0.338,Paypal,Retail Store,2025,2025-03,March
ORD-108516,2025-03-16,CUST-2110,Customer 2110,Ontario,Hamilton,Ink Cartridge,Office Supplies,3,79.0,0.2,189.6,131.39,58.21,0.307,E-Transfer,Online,2025,2025-03,March
ORD-100977,2025-03-16,CUST-2746,Customer 2746,British Columbia,Kelowna,Notebook Pack,Office Supplies,6,24.0,0.15,122.4,74.01,48.39,0.3953,Debit,Online,2025,2025-03,March
